和风天气中国城市列表 v1.3

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101210809	jingning	景宁	CN	China	中国	zhejiang	浙江	lishui	丽水	27.977247	119.634669
CN101210810	liandou	莲都	CN	China	中国	zhejiang	浙江	lishui	丽水	28.451103	119.922293
CN101210901	jinhua	金华	CN	China	中国	zhejiang	浙江	jinhua	金华	29.089524	119.649506
CN101210902	pujiang	浦江	CN	China	中国	zhejiang	浙江	jinhua	金华	29.451254	119.893363
CN101210903	lanxi	兰溪	CN	China	中国	zhejiang	浙江	jinhua	金华	29.210065	119.460521
CN101210904	yiwu	义乌	CN	China	中国	zhejiang	浙江	jinhua	金华	29.306863	120.074911
CN101210905	dongyang	东阳	CN	China	中国	zhejiang	浙江	jinhua	金华	29.262546	120.23334
CN101210906	wuyi	武义	CN	China	中国	zhejiang	浙江	jinhua	金华	28.896563	119.819159
CN101210907	yongkang	永康	CN	China	中国	zhejiang	浙江	jinhua	金华	28.895293	120.036328
CN101210908	panan	磐安	CN	China	中国	zhejiang	浙江	jinhua	金华	29.052627	120.44513
CN101210909	wucheng	婺城	CN	China	中国	zhejiang	浙江	jinhua	金华	29.082607	119.652579
CN101210910	jindong	金东	CN	China	中国	zhejiang	浙江	jinhua	金华	29.095835	119.681264
CN101211001	quzhou	衢州	CN	China	中国	zhejiang	浙江	quzhou	衢州	28.941708	118.87263
CN101211002	changshan	常山	CN	China	中国	zhejiang	浙江	quzhou	衢州	28.900039	118.521654
CN101211003	kaihua	开化	CN	China	中国	zhejiang	浙江	quzhou	衢州	29.136503	118.414435
CN101211004	longyou	龙游	CN	China	中国	zhejiang	浙江	quzhou	衢州	29.031364	119.172525
CN101211005	jiangshan	江山	CN	China	中国	zhejiang	浙江	quzhou	衢州	28.734674	118.627879
CN101211006	qujiang	衢江	CN	China	中国	zhejiang	浙江	quzhou	衢州	28.973195	118.957683
CN101211007	kecheng	柯城	CN	China	中国	zhejiang	浙江	quzhou	衢州	28.944539	118.873041
CN101211101	zhoushan	舟山	CN	China	中国	zhejiang	浙江	zhoushan	舟山	30.016028	122.106863
CN101211102	shengsi	嵊泗	CN	China	中国	zhejiang	浙江	zhoushan	舟山	30.727166	122.457809
CN101211104	daishan	岱山	CN	China	中国	zhejiang	浙江	zhoushan	舟山	30.242865	122.201132
CN101211105	putuo	普陀	CN	China	中国	zhejiang	浙江	zhoushan	舟山	29.945614	122.301953
CN101211106	dinghai	定海	CN	China	中国	zhejiang	浙江	zhoushan	舟山	30.016423	122.108496
CN101220101	hefei	合肥	CN	China	中国	anhui	安徽	hefei	合肥	31.86119	117.283042
CN101220102	changfeng	长丰	CN	China	中国	anhui	安徽	hefei	合肥	32.478548	117.164699
CN101220103	feidong	肥东	CN	China	中国	anhui	安徽	hefei	合肥	31.883992	117.463222
CN101220104	feixi	肥西	CN	China	中国	anhui	安徽	hefei	合肥	31.719646	117.166118
CN101220105	chaohu	巢湖	CN	China	中国	anhui	安徽	hefei	合肥	31.600518	117.874155
CN101220106	lujiang	庐江	CN	China	中国	anhui	安徽	hefei	合肥	31.251488	117.289844
CN101220107	yaohai	瑶海	CN	China	中国	anhui	安徽	hefei	合肥	31.86961	117.315358
CN101220108	luyang	庐阳	CN	China	中国	anhui	安徽	hefei	合肥	31.869011	117.283776
CN101220109	shushan	蜀山	CN	China	中国	anhui	安徽	hefei	合肥	31.855868	117.262072
CN101220110	baohe	包河	CN	China	中国	anhui	安徽	hefei	合肥	31.82956	117.285751
CN101220201	bengbu	蚌埠	CN	China	中国	anhui	安徽	bengbu	蚌埠	32.939667	117.363228
CN101220202	huaiyuan	怀远	CN	China	中国	anhui	安徽	bengbu	蚌埠	32.956934	117.200171
CN101220203	guzhen	固镇	CN	China	中国	anhui	安徽	bengbu	蚌埠	33.318679	117.315962
CN101220204	wuhe	五河	CN	China	中国	anhui	安徽	bengbu	蚌埠	33.146202	117.888809
CN101220205	longzihu	龙子湖	CN	China	中国	anhui	安徽	bangbu	蚌埠	32.950452	117.382312
CN101220206	bangshan	蚌山	CN	China	中国	anhui	安徽	bangbu	蚌埠	32.938066	117.355789
CN101220207	yuhui	禹会	CN	China	中国	anhui	安徽	bangbu	蚌埠	32.931933	117.35259
CN101220208	huaishang	淮上	CN	China	中国	anhui	安徽	bangbu	蚌埠	32.963147	117.34709
CN101220301	wuhu	芜湖	CN	China	中国	anhui	安徽	wuhu	芜湖	31.326319	118.376451
CN101220302	fanyang	繁昌	CN	China	中国	anhui	安徽	wuhu	芜湖	31.080896	118.201349
CN101220303	wuhuxian	芜湖县	CN	China	中国	anhui	安徽	wuhu	芜湖	31.145262	118.572301
CN101220304	nanling	南陵	CN	China	中国	anhui	安徽	wuhu	芜湖	30.919638	118.337104
CN101220305	wuwei	无为	CN	China	中国	anhui	安徽	wuhu	芜湖	31.303075	117.911432
CN101220306	jinghu	镜湖	CN	China	中国	anhui	安徽	wuhu	芜湖	31.32559	118.376343
CN101220307	yijiang	弋江	CN	China	中国	anhui	安徽	wuhu	芜湖	31.313394	118.377476
CN101220308	jiujiang	鸠江	CN	China	中国	anhui	安徽	wuhu	芜湖	31.362716	118.400174
CN101220309	sanshan	三山	CN	China	中国	anhui	安徽	wuhu	芜湖	31.225423	118.233987
CN101220401	huainan	淮南	CN	China	中国	anhui	安徽	huainan	淮南	32.647574	117.018329
CN101220402	fengtai	凤台	CN	China	中国	anhui	安徽	huainan	淮南	32.705382	116.722769
CN101220403	panji	潘集	CN	China	中国	anhui	安徽	huainan	淮南	32.782117	116.816879
CN101220404	datong	大通	CN	China	中国	anhui	安徽	huainan	淮南	32.632066	117.052927
CN101220405	tianjiaan	田家庵	CN	China	中国	anhui	安徽	huainan	淮南	32.644342	117.018318
CN101220406	xiejiaji	谢家集	CN	China	中国	anhui	安徽	huainan	淮南	32.598289	116.865354
CN101220407	bagongshan	八公山	CN	China	中国	anhui	安徽	huainan	淮南	32.628229	116.841111
CN101220408	shouxian	寿县	CN	China	中国	anhui	安徽	huainan	淮南	32.577304	116.785349
CN101220501	maanshan	马鞍山	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.689362	118.507906
CN101220502	dangtu	当涂	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.556167	118.489873
CN101220503	hanshan	含山	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.727758	118.105545
CN101220504	hexian	和县	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.716634	118.362998
CN101220505	huashan	花山	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.69902	118.511308
CN101220506	yushan	雨山	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.685912	118.493104
CN101220507	bowang	博望	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.562321	118.843742
CN101220601	anqing	安庆	CN	China	中国	anhui	安徽	anqing	安庆	30.50883	117.043551
CN101220603	taihu	太湖	CN	China	中国	anhui	安徽	anqing	安庆	30.451869	116.305225
CN101220604	qianshan	潜山	CN	China	中国	anhui	安徽	anqing	安庆	30.638222	116.573666
CN101220605	huaining	怀宁	CN	China	中国	anhui	安徽	anqing	安庆	30.734994	116.828664
CN101220606	susong	宿松	CN	China	中国	anhui	安徽	anqing	安庆	30.158327	116.120204
CN101220607	wangjiang	望江	CN	China	中国	anhui	安徽	anqing	安庆	30.12491	116.690927
CN101220608	yuexi	岳西	CN	China	中国	anhui	安徽	anqing	安庆	30.848502	116.360482
CN101220609	tongcheng	桐城	CN	China	中国	anhui	安徽	anqing	安庆	31.050576	116.959656
CN101220610	yingjiang	迎江	CN	China	中国	anhui	安徽	anqing	安庆	30.506375	117.044965
CN101220611	daguan	大观	CN	China	中国	anhui	安徽	anqing	安庆	30.505632	117.034512
CN101220612	yixiu	宜秀	CN	China	中国	anhui	安徽	anqing	安庆	30.541323	117.070003
CN101220701	suzhou	宿州	CN	China	中国	anhui	安徽	suzhou	宿州	33.633891	116.984084
CN101220702	dangshan	砀山	CN	China	中国	anhui	安徽	suzhou	宿州	34.426247	116.351113
CN101220703	lingbi	灵璧	CN	China	中国	anhui	安徽	suzhou	宿州	33.540629	117.551493
CN101220704	sixian	泗县	CN	China	中国	anhui	安徽	suzhou	宿州	33.47758	117.885443
CN101220705	xiaoxian	萧县	CN	China	中国	anhui	安徽	suzhou	宿州	34.183266	116.945399
CN101220706	yongqiao	埇桥	CN	China	中国	anhui	安徽	suzhou	宿州	33.633853	116.983309
CN101220801	fuyang	阜阳	CN	China	中国	anhui	安徽	fuyang	阜阳	32.896969	115.819729
CN101220802	funan	阜南	CN	China	中国	anhui	安徽	fuyang	阜阳	32.638102	115.590534
CN101220803	yingshang	颍上	CN	China	中国	anhui	安徽	fuyang	阜阳	32.637065	116.259122
CN101220804	linquan	临泉	CN	China	中国	anhui	安徽	fuyang	阜阳	33.062698	115.261688
CN101220805	jieshou	界首	CN	China	中国	anhui	安徽	fuyang	阜阳	33.26153	115.362117
CN101220806	taihe	太和	CN	China	中国	anhui	安徽	fuyang	阜阳	33.16229	115.627243
CN101220807	yingzhou	颍州	CN	China	中国	anhui	安徽	fuyang	阜阳	32.891238	115.813914
CN101220808	yingdong	颍东	CN	China	中国	anhui	安徽	fuyang	阜阳	32.908861	115.858747
CN101220809	yingquan	颍泉	CN	China	中国	anhui	安徽	fuyang	阜阳	32.924797	115.804525
CN101220901	bozhou	亳州	CN	China	中国	anhui	安徽	bozhou	亳州	33.869338	115.782939
CN101220902	guoyang	涡阳	CN	China	中国	anhui	安徽	bozhou	亳州	33.502831	116.211551
CN101220903	lixin	利辛	CN	China	中国	anhui	安徽	bozhou	亳州	33.143503	116.207782
CN101220904	mengcheng	蒙城	CN	China	中国	anhui	安徽	bozhou	亳州	33.260814	116.560337
CN101220905	qiaocheng	谯城	CN	China	中国	anhui	安徽	bozhou	亳州	33.869284	115.781214
CN101221001	huangshan	黄山	CN	China	中国	anhui	安徽	huangshan	黄山	29.709239	118.317325
CN101221002	huangshanqu	黄山区	CN	China	中国	anhui	安徽	huangshan	黄山	30.294517	118.136639
CN101221003	tunxi	屯溪	CN	China	中国	anhui	安徽	huangshan	黄山	29.709186	118.317354
CN101221004	qimen	祁门	CN	China	中国	anhui	安徽	huangshan	黄山	29.853472	117.717237
CN101221005	yixian	黟县	CN	China	中国	anhui	安徽	huangshan	黄山	29.923812	117.942911
CN101221006	shexian	歙县	CN	China	中国	anhui	安徽	huangshan	黄山	29.867748	118.428025
CN101221007	xiuning	休宁	CN	China	中国	anhui	安徽	huangshan	黄山	29.788878	118.188531
CN101221009	huizhou	徽州	CN	China	中国	anhui	安徽	huangshan	黄山	29.825201	118.339743
CN101221101	chuzhou	滁州	CN	China	中国	anhui	安徽	chuzhou	滁州	32.303627	118.316264
CN101221102	fengyang	凤阳	CN	China	中国	anhui	安徽	chuzhou	滁州	32.867146	117.562461
CN101221103	mingguang	明光	CN	China	中国	anhui	安徽	chuzhou	滁州	32.781206	117.998048
CN101221104	dingyuan	定远	CN	China	中国	anhui	安徽	chuzhou	滁州	32.527105	117.683713
CN101221105	quanjiao	全椒	CN	China	中国	anhui	安徽	chuzhou	滁州	32.09385	118.268576
CN101221106	laian	来安	CN	China	中国	anhui	安徽	chuzhou	滁州	32.450231	118.433293
CN101221107	tianchang	天长	CN	China	中国	anhui	安徽	chuzhou	滁州	32.6815	119.011212
CN101221108	langya	琅琊	CN	China	中国	anhui	安徽	chuzhou	滁州	32.303797	118.316475
CN101221109	nanqiao	南谯	CN	China	中国	anhui	安徽	chuzhou	滁州	32.329841	118.296955
CN101221201	huaibei	淮北	CN	China	中国	anhui	安徽	huaibei	淮北	33.971707	116.794664
CN101221202	suixi	濉溪	CN	China	中国	anhui	安徽	huaibei	淮北	33.916407	116.767435
CN101221203	duji	杜集	CN	China	中国	anhui	安徽	huaibei	淮北	33.991218	116.833925
CN101221204	xiangshan	相山	CN	China	中国	anhui	安徽	huaibei	淮北	33.970916	116.790775
CN101221205	lieshan	烈山	CN	China	中国	anhui	安徽	huaibei	淮北	33.889529	116.809465
CN101221301	tongling	铜陵	CN	China	中国	anhui	安徽	tongling	铜陵	30.929935	117.816576
CN101221302	tongguan	铜官	CN	China	中国	anhui	安徽	tongling	铜陵	30.93182	117.818427
CN101221303	yian	义安	CN	China	中国	anhui	安徽	tongling	铜陵	30.952338	117.792288
CN101221304	jiaoqu	郊区	CN	China	中国	anhui	安徽	tongling	铜陵	30.908927	117.80707
CN101221305	zongyang	枞阳	CN	China	中国	anhui	安徽	tongling	铜陵	30.700615	117.222027
CN101221401	xuancheng	宣城	CN	China	中国	anhui	安徽	xuancheng	宣城	30.945667	118.757995
CN101221402	jingxian	泾县	CN	China	中国	anhui	安徽	xuancheng	宣城	30.685975	118.412397
CN101221403	jingde	旌德	CN	China	中国	anhui	安徽	xuancheng	宣城	30.288057	118.543081
CN101221404	ningguo	宁国	CN	China	中国	anhui	安徽	xuancheng	宣城	30.626529	118.983407
CN101221405	jixi	绩溪	CN	China	中国	anhui	安徽	xuancheng	宣城	30.065267	118.594705
CN101221406	guangde	广德	CN	China	中国	anhui	安徽	xuancheng	宣城	30.893116	119.417521
CN101221407	langxi	郎溪	CN	China	中国	anhui	安徽	xuancheng	宣城	31.127834	119.185024
CN101221408	xuanzhou	宣州	CN	China	中国	anhui	安徽	xuancheng	宣城	30.946003	118.758412
CN101221501	luan	六安	CN	China	中国	anhui	安徽	luan	六安	31.752889	116.507676
CN101221502	huoqiu	霍邱	CN	China	中国	anhui	安徽	liuan	六安	32.341305	116.278875
CN101221504	jinan	金安	CN	China	中国	anhui	安徽	liuan	六安	31.754491	116.503288
CN101221505	jinzhai	金寨	CN	China	中国	anhui	安徽	liuan	六安	31.681624	115.878514
CN101221506	huoshan	霍山	CN	China	中国	anhui	安徽	liuan	六安	31.402456	116.333078
CN101221507	shucheng	舒城	CN	China	中国	anhui	安徽	liuan	六安	31.462848	116.944088
CN101221508	yuan	裕安	CN	China	中国	anhui	安徽	liuan	六安	31.750692	116.494543
CN101221509	yeji	叶集	CN	China	中国	anhui	安徽	liuan	六安	31.84768	115.913594
CN101221701	chizhou	池州	CN	China	中国	anhui	安徽	chizhou	池州	30.656037	117.489157
CN101221702	dongzhi	东至	CN	China	中国	anhui	安徽	chizhou	池州	30.096568	117.021476
CN101221703	qingyang	青阳	CN	China	中国	anhui	安徽	chizhou	池州	30.63818	117.857395
CN101221704	jiuhuashan	九华山	CN	China	中国	anhui	安徽	chizhou	池州	30.29	117.47
CN101221705	shitai	石台	CN	China	中国	anhui	安徽	chizhou	池州	30.210324	117.482907
CN101221706	guichi	贵池	CN	China	中国	anhui	安徽	chizhou	池州	30.657378	117.488342
CN101230101	fuzhou	福州	CN	China	中国	fujian	福建	fuzhou	福州	26.075302	119.306239
CN101230102	minqing	闽清	CN	China	中国	fujian	福建	fuzhou	福州	26.223793	118.868416
CN101230103	minhou	闽侯	CN	China	中国	fujian	福建	fuzhou	福州	26.148567	119.145117
CN101230104	luoyuan	罗源	CN	China	中国	fujian	福建	fuzhou	福州	26.487234	119.552645
CN101230105	lianjiang	连江	CN	China	中国	fujian	福建	fuzhou	福州	26.202109	119.538365
CN101230106	gulou	鼓楼	CN	China	中国	fujian	福建	fuzhou	福州	26.082284	119.29929
CN101230107	yongtai	永泰	CN	China	中国	fujian	福建	fuzhou	福州	25.864825	118.939089
CN101230108	pingtan	平潭	CN	China	中国	fujian	福建	fuzhou	福州	25.503672	119.791197
CN101230109	taijiang	台江	CN	China	中国	fujian	福建	fuzhou	福州	26.058616	119.310156
CN101230110	changle	长乐	CN	China	中国	fujian	福建	fuzhou	福州	25.960583	119.510849
CN101230111	fuqing	福清	CN	China	中国	fujian	福建	fuzhou	福州	25.720402	119.376992
CN101230112	cangshan	仓山	CN	China	中国	fujian	福建	fuzhou	福州	26.038912	119.320988
CN101230113	mawei	马尾	CN	China	中国	fujian	福建	fuzhou	福州	25.991975	119.458725
CN101230114	jinan	晋安	CN	China	中国	fujian	福建	fuzhou	福州	26.078837	119.328597
CN101230201	xiamen	厦门	CN	China	中国	fujian	福建	xiamen	厦门	24.490474	118.11022
CN101230202	tongan	同安	CN	China	中国	fujian	福建	xiamen	厦门	24.729333	118.150455
CN101230203	siming	思明	CN	China	中国	fujian	福建	xiamen	厦门	24.462059	118.087828
CN101230204	haicang	海沧	CN	China	中国	fujian	福建	xiamen	厦门	24.492512	118.036364
CN101230205	huli	湖里	CN	China	中国	fujian	福建	xiamen	厦门	24.512764	118.10943
CN101230206	jimei	集美	CN	China	中国	fujian	福建	xiamen	厦门	24.572874	118.100869
CN101230207	xiangan	翔安	CN	China	中国	fujian	福建	xiamen	厦门	24.637479	118.242811
CN101230301	ningde	宁德	CN	China	中国	fujian	福建	ningde	宁德	26.65924	119.527082
CN101230302	gutian	古田	CN	China	中国	fujian	福建	ningde	宁德	26.577491	118.743156
CN101230303	xiapu	霞浦	CN	China	中国	fujian	福建	ningde	宁德	26.882068	120.005214
CN101230304	shouning	寿宁	CN	China	中国	fujian	福建	ningde	宁德	27.457798	119.506733
CN101230305	zhouning	周宁	CN	China	中国	fujian	福建	ningde	宁德	27.103106	119.338239
CN101230306	fuan	福安	CN	China	中国	fujian	福建	ningde	宁德	27.084246	119.650798
CN101230307	zherong	柘荣	CN	China	中国	fujian	福建	ningde	宁德	27.236163	119.898226
CN101230308	fuding	福鼎	CN	China	中国	fujian	福建	ningde	宁德	27.318884	120.219761
CN101230309	pingnan	屏南	CN	China	中国	fujian	福建	ningde	宁德	26.910826	118.987544
CN101230310	jiaocheng	蕉城	CN	China	中国	fujian	福建	ningde	宁德	26.659253	119.527225
CN101230401	putian	莆田	CN	China	中国	fujian	福建	putian	莆田	25.431011	119.007558
CN101230402	xianyou	仙游	CN	China	中国	fujian	福建	putian	莆田	25.356529	118.694331
CN101230404	hanjiang	涵江	CN	China	中国	fujian	福建	putian	莆田	25.459273	119.119102
CN101230405	xiuyu	秀屿	CN	China	中国	fujian	福建	putian	莆田	25.316141	119.092607
CN101230406	licheng	荔城	CN	China	中国	fujian	福建	putian	莆田	25.430047	119.020047
CN101230407	chengxiang	城厢	CN	China	中国	fujian	福建	putian	莆田	25.433737	119.001028
CN101230501	quanzhou	泉州	CN	China	中国	fujian	福建	quanzhou	泉州	24.908853	118.589421
CN101230502	anxi	安溪	CN	China	中国	fujian	福建	quanzhou	泉州	25.056824	118.186014
CN101230503	jinmen	金门	CN	China	中国	fujian	福建	quanzhou	泉州	24.436417	118.323221
CN101230504	yongchun	永春	CN	China	中国	fujian	福建	quanzhou	泉州	25.320721	118.29503
CN101230505	dehua	德化	CN	China	中国	fujian	福建	quanzhou	泉州	25.489004	118.242986
CN101230506	nanan	南安	CN	China	中国	fujian	福建	quanzhou	泉州	24.959494	118.387031
CN101230508	huian	惠安	CN	China	中国	fujian	福建	quanzhou	泉州	25.028718	118.798954
CN101230509	jinjiang	晋江	CN	China	中国	fujian	福建	quanzhou	泉州	24.807322	118.577338
CN101230510	shishi	石狮	CN	China	中国	fujian	福建	quanzhou	泉州	24.731978	118.628402
CN101230511	licheng	鲤城	CN	China	中国	fujian	福建	quanzhou	泉州	24.907645	118.588929
CN101230512	fengze	丰泽	CN	China	中国	fujian	福建	quanzhou	泉州	24.896041	118.605147
CN101230513	luojiang	洛江	CN	China	中国	fujian	福建	quanzhou	泉州	24.941153	118.670312
CN101230514	quangang	泉港	CN	China	中国	fujian	福建	quanzhou	泉州	25.126859	118.912285
CN101230601	zhangzhou	漳州	CN	China	中国	fujian	福建	zhangzhou	漳州	24.510897	117.661801
CN101230602	changtai	长泰	CN	China	中国	fujian	福建	zhangzhou	漳州	24.621475	117.755913
CN101230603	nanjing	南靖	CN	China	中国	fujian	福建	zhangzhou	漳州	24.516425	117.365462
CN101230604	pinghe	平和	CN	China	中国	fujian	福建	zhangzhou	漳州	24.366158	117.313549
CN101230605	longhai	龙海	CN	China	中国	fujian	福建	zhangzhou	漳州	24.445341	117.817292
CN101230606	zhangpu	漳浦	CN	China	中国	fujian	福建	zhangzhou	漳州	24.117907	117.614023
CN101230607	zhaoan	诏安	CN	China	中国	fujian	福建	zhangzhou	漳州	23.710834	117.176083
CN101230608	dongshan	东山	CN	China	中国	fujian	福建	zhangzhou	漳州	23.702845	117.427679
CN101230609	yunxiao	云霄	CN	China	中国	fujian	福建	zhangzhou	漳州	23.950486	117.340946
CN101230610	huaan	华安	CN	China	中国	fujian	福建	zhangzhou	漳州	25.001416	117.53631
CN101230611	xiangcheng	芗城	CN	China	中国	fujian	福建	zhangzhou	漳州	24.509955	117.656461
CN101230612	longwen	龙文	CN	China	中国	fujian	福建	zhangzhou	漳州	24.515656	117.671387
CN101230701	longyan	龙岩	CN	China	中国	fujian	福建	longyan	龙岩	25.091603	117.02978
CN101230702	changting	长汀	CN	China	中国	fujian	福建	longyan	龙岩	25.842278	116.361007
CN101230703	liancheng	连城	CN	China	中国	fujian	福建	longyan	龙岩	25.708506	116.756687
CN101230704	wuping	武平	CN	China	中国	fujian	福建	longyan	龙岩	25.08865	116.100928
CN101230705	shanghang	上杭	CN	China	中国	fujian	福建	longyan	龙岩	25.050019	116.424774
CN101230706	yongding	永定	CN	China	中国	fujian	福建	longyan	龙岩	24.720442	116.732691
CN101230707	zhangping	漳平	CN	China	中国	fujian	福建	longyan	龙岩	25.291597	117.42073
